FOODID;FOODUNIT;MASS
32191;KPL_L;40,00
32193;PORT1000KJ;303,64
32193;DL;100,00
32193;RKL;15,00
32193;TL;5,00
32193;PORTL;250,00
32193;PORTM;200,00
32193;PORTS;150,00
32194;PORT1000KJ;65,20
32194;KPL_M;30,00
32194;PORTS;30,00
32194;PORTM;60,00
32194;PORTL;90,00
32195;PORT1000KJ;229,82
32195;KPL_VALM;30,00
32195;PORTS;60,00
32195;PORTM;150,00
32195;PORTL;210,00
32195;KPL_M;30,00
32195;KPL_L;40,00
32196;PORT1000KJ;98,94
32196;KPL_M;16,00
32196;PORTS;32,00
32196;PORTM;64,00
32196;PORTL;128,00
32197;PORT1000KJ;238,23
32197;KPL_VALM;28,00
32197;PORTS;60,00
32197;PORTM;150,00
32197;PORTL;210,00
32197;KPL_M;30,00
32197;KPL_L;40,00
32198;PORT1000KJ;221,74
32198;KPL_S;8,00
32198;KPL_M;12,00
32198;KPL_L;15,00
32198;KPL_VALM;8,00
32198;PORTS;4,00
32198;PORTM;12,00
32198;PORTL;20,00
32199;PORT1000KJ;543,66
32199;DL;100,00
32199;RKL;15,00
32199;PORTS;200,00
32199;PORTM;350,00
32199;PORTL;400,00
32201;PORT1000KJ;194,31
32201;DL;100,00
32201;RKL;15,00
32201;TL;5,00
32201;PORTL;250,00
32201;PORTM;200,00
32201;PORTS;150,00
32202;PORT1000KJ;327,23
32202;KPL_M;2,00
32202;DL;50,00
32202;PORTS;50,00
32202;PORTM;75,00
32202;PORTL;100,00
32203;PORT1000KJ;107,68
32203;PORTS;100,00
32203;PORTM;160,00
32203;PORTL;215,00
32204;PORT1000KJ;137,83
32204;PORTS;100,00
32204;PORTM;160,00
32204;PORTL;215,00
32205;PORT1000KJ;106,40
32205;PORTS;100,00
32205;PORTM;160,00
32205;PORTL;215,00
32206;PORTS;200,00
32206;PORTM;300,00
32206;PORTL;400,00
32206;PORT1000KJ;166,86
32208;PORT1000KJ;187,92
32208;PORTS;250,00
32208;PORTM;300,00
32208;PORTL;350,00
32209;PORT1000KJ;252,07
32209;PORTS;250,00
32209;PORTM;300,00
32209;PORTL;350,00
32211;PORT1000KJ;210,77
32211;PORTS;250,00
32211;PORTM;300,00
32211;PORTL;350,00
32212;PORT1000KJ;294,53
32212;PORTS;250,00
32212;PORTM;300,00
32212;PORTL;350,00
32214;PORTS;200,00
32214;PORTM;300,00
32214;PORTL;400,00
32214;PORT1000KJ;154,26
32217;PORT1000KJ;120,24
32217;KPL_VALM;25,00
32217;KPL_S;25,00
32217;PORTS;70,00
32217;PORTM;125,00
32217;PORTL;175,00
32218;PORT1000KJ;102,70
32218;KPL_VALM;25,00
32218;KPL_S;25,00
32218;PORTS;70,00
32218;PORTM;125,00
32218;PORTL;175,00
32224;PORTS;200,00
32224;PORTL;400,00
32224;PORT1000KJ;178,80
32224;PORTM;300,00
32225;PORTS;200,00
32225;PORTL;400,00
32225;PORT1000KJ;247,57
32225;PORTM;300,00
32228;PORT1000KJ;108,88
